e876546959e0c85e0801d6b4a4056d2e0517c290,DELETE,regular-file,.config/zsh/.zshenv,3591,
e876546959e0c85e0801d6b4a4056d2e0517c290,DELETE,regular-file,.config/zsh/zsh-my/.zshenv,3591,
